concurso;data_do_sorteio;bola1;bola2;bola3;bola4;bola5;bola6;ganhadores_6_acertos;cidade_uf;rateio_6_acertos;ganhadores_5_acertos;rateio_5_acertos;ganhadores_4_acertos;rateio_4_acertos;acumulado_6_acertos;arrecadacao_total;estimativa_premio;acumulado_sorteio_especial_mega_da_virada;observacao
1238;2010-12-08;13;14;24;39;40;45;0;NULL;0.00;41;28938.22;3065;553.00;2185597.01;20265740.00;5000000.00;57169199.54;NULL
1239;2010-12-11;1;15;37;39;48;52;0;NULL;0.00;57;27226.64;3794;584.35;16292399.49;26507920.00;20000000.00;57577599.08;NULL
1240;2010-12-15;8;9;12;22;42;49;0;NULL;0.00;123;15840.70;8257;337.10;19881568.56;33280228.00;24000000.00;58090337.54;NULL
1241;2010-12-18;10;13;25;26;28;45;0;NULL;0.00;181;12479.72;12556;257.00;24042571.82;38582506.00;26000000.00;58684766.59;NULL
1242;2010-12-20;11;34;45;48;51;54;0;NULL;0.00;19;46855.32;2046;621.59;25682508.00;15206152.00;29000000.00;58919043.21;NULL
1243;2010-12-22;9;19;23;29;32;57;0;NULL;0.00;139;15365.51;8401;363.18;29616886.54;36481150.00;34000000.00;59481097.30;NULL
1244;2010-12-24;2;8;15;25;34;45;0;NULL;0.00;124;16432.85;9080;320.59;104122626.00;34804982.00;200000000.00;104122626.00;NULL
1245;2010-12-31;2;10;34;37;43;50;4;CARIACICA/ES/BELO HORIZONTE/MG/FAZENDA RIO GRANDE/PR/PINHAIS/PR;48598800.01;1561;17722.09;94921;416.34;0.00;472524744.00;2000000.00;0.00;NULL
1246;2011-01-05;10;37;40;43;57;59;0;NULL;0.00;46;25351.73;3939;422.94;2148225.48;19919216.00;4700000.00;306889.37;NULL
1247;2011-01-08;3;9;11;24;36;51;0;NULL;0.00;164;9098.41;9543;223.37;4896902.11;25486842.00;8000000.00;699557.47;NULL
1248;2011-01-12;20;33;34;57;58;60;0;NULL;0.00;86;18318.69;3832;587.31;7798968.50;26909134.00;11000000.00;1114138.40;NULL
1249;2011-01-15;3;8;36;40;51;53;1;SÃO PAULO/SP;11177972.67;103;17808.90;5887;445.12;0.00;31331494.00;9000000.00;1596853.29;NULL
1250;2011-01-19;1;2;24;40;51;59;0;NULL;0.00;61;23819.88;4394;472.40;9702756.58;24818540.00;12000000.00;1979225.06;NULL
1251;2011-01-22;5;27;34;46;48;52;0;NULL;0.00;261;6814.23;9795;259.39;12978966.70;30378346.00;17000000.00;2447255.10;NULL
1252;2011-01-26;2;14;35;39;49;51;0;NULL;0.00;67;26937.47;4975;518.25;16303617.54;30827508.00;20000000.00;2922205.24;NULL
1253;2011-01-29;2;17;23;43;44;51;0;NULL;0.00;99;19092.84;7284;370.71;19785548.84;32285876.00;24000000.00;3419624.01;NULL
1254;2011-02-02;7;9;14;18;29;39;0;NULL;0.00;142;15443.85;9454;331.38;34384817.93;37458520.00;40000000.00;3996736.15;NULL
1255;2011-02-05;5;23;38;39;51;54;0;NULL;0.00;155;18671.52;11485;359.98;39716029.61;49433152.00;46000000.00;4758337.83;NULL
1256;2011-02-09;26;33;35;38;43;53;0;NULL;0.00;121;26009.88;8843;508.42;45513494.46;53756440.00;52000000.00;5586547.10;NULL
1257;2011-02-12;2;15;26;27;30;52;2;MADALENA/CE/RIO DE JANEIRO/RJ;26211767.61;154;24358.21;11765;455.48;0.00;64072694.00;2500000.00;6573695.79;NULL
1258;2011-02-16;11;26;47;55;57;59;0;NULL;0.00;27;45045.03;2688;646.37;2240397.48;20773872.00;5000000.00;6893752.58;NULL
1259;2011-02-19;4;6;39;46;54;58;0;NULL;0.00;74;21208.42;5240;427.86;19695537.06;26806906.00;23000000.00;7306758.51;NULL
1260;2011-02-23;19;23;29;31;41;53;0;NULL;0.00;70;30497.83;5798;526.00;23628152.10;36464798.00;28000000.00;7868560.67;NULL
1261;2011-02-26;10;14;22;41;42;53;0;NULL;0.00;78;32348.20;6490;555.39;28276078.02;43097450.00;33000000.00;8532550.11;NULL
1262;2011-03-02;5;7;8;9;11;39;2;RIO DE JANEIRO/RJ/SÃO JOSÉ DOS CAMPOS/SP;16677746.77;440;6266.81;25528;154.30;0.00;47098396.00;2000000.00;9258180.92;NULL
1263;2011-03-05;4;18;26;36;41;53;0;NULL;0.00;79;17195.98;4180;464.27;2502467.36;23203890.00;5000000.00;9615676.26;NULL
1264;2011-03-09;4;17;36;37;51;56;0;NULL;0.00;29;29003.13;2583;465.17;15184977.60;14366458.00;18000000.00;9837015.96;NULL
1265;2011-03-12;13;19;24;46;50;60;0;NULL;0.00;97;21519.92;7669;388.84;19030246.79;35654892.00;23000000.00;10386340.14;NULL
1266;2011-03-16;6;10;33;39;42;60;0;NULL;0.00;106;21310.49;8019;402.42;23191400.61;38583902.00;27000000.00;10980790.71;NULL
1267;2011-03-19;4;20;30;41;47;58;0;NULL;0.00;56;45560.13;5172;704.71;27891287.17;43579250.00;33000000.00;11652203.09;NULL
1268;2011-03-23;3;16;17;44;53;60;0;NULL;0.00;123;22695.13;8836;451.31;33033525.87;47680918.00;39000000.00;12386808.63;NULL
1269;2011-03-26;4;5;15;17;27;51;2;GOIÂNIA/GO/SÃO PAULO/SP;19413790.51;200;15726.72;15111;297.35;0.00;53724824.00;17000000.00;13214530.82;NULL
1270;2011-03-30;5;9;24;31;33;42;0;NULL;0.00;144;12262.67;9186;274.61;18113899.54;30161598.00;21000000.00;13679221.48;NULL
1271;2011-04-02;1;2;39;48;52;59;0;NULL;0.00;65;35889.76;6281;530.58;22411226.22;39846552.00;27000000.00;14293125.31;NULL
1272;2011-04-06;13;26;27;28;35;52;0;NULL;0.00;113;22189.35;9626;372.11;27030113.51;42828192.00;33000000.00;14952966.37;NULL
1273;2011-04-09;13;19;26;40;58;60;0;NULL;0.00;118;24927.21;8910;471.60;32448501.08;50241482.00;38000000.00;15727021.75;NULL
1274;2011-04-13;13;17;21;39;40;59;0;NULL;0.00;166;19039.00;11088;407.19;52984883.98;53983258.00;59000000.00;16558725.54;NULL
1275;2011-04-16;2;14;48;55;58;60;0;NULL;0.00;111;38847.41;11630;529.67;60928157.26;73653244.00;70000000.00;17693478.88;NULL
1276;2011-04-20;5;9;11;22;36;40;2;SÃO JOSÉ DOS PINHAIS/PR/LIMEIRA/SP;35704303.03;560;10159.62;30367;267.64;0.00;97178962.00;2500000.00;19190685.85;NULL
1277;2011-04-23;12;18;31;50;59;60;0;NULL;0.00;30;27463.17;1783;660.11;1517701.88;14072746.00;4000000.00;19407500.42;NULL
1278;2011-04-27;4;16;24;25;30;56;0;NULL;0.00;187;8408.70;5455;411.79;4414276.70;26858214.00;7000000.00;19821296.85;NULL
1279;2011-04-30;8;14;29;35;36;40;0;NULL;0.00;98;19541.91;5880;465.28;24514912.08;32711460.00;28000000.00;20325272.46;NULL
1280;2011-05-04;6;10;16;20;29;54;0;NULL;0.00;97;26209.43;8585;423.04;29198123.13;43424628.00;35000000.00;20994302.63;NULL
1281;2011-05-07;8;11;14;30;36;38;1;RIO DE JANEIRO/RJ;34943738.22;198;15752.77;12813;347.75;0.00;53275668.00;2000000.00;21815104.79;NULL
1282;2011-05-11;4;23;39;52;55;56;0;NULL;0.00;37;37341.85;4203;469.61;2545141.94;23599586.00;5000000.00;22178696.51;NULL
1283;2011-05-14;8;30;40;44;59;60;0;NULL;0.00;57;31085.32;4333;584.17;5809100.65;30264746.00;9000000.00;22644976.34;NULL
1284;2011-05-18;20;21;26;29;31;36;0;NULL;0.00;46;39040.47;3353;765.14;21403382.14;30674654.00;26000000.00;23117571.51;NULL
1285;2011-05-21;10;15;28;31;33;38;0;NULL;0.00;127;20125.56;9744;374.72;26111704.05;43657466.00;32000000.00;23790188.94;NULL
1286;2011-05-25;2;5;28;33;51;52;0;NULL;0.00;185;14780.11;12297;317.65;31148608.26;46704214.00;37000000.00;24509746.70;NULL
1287;2011-05-28;11;12;31;33;42;52;0;NULL;0.00;137;23204.42;8177;555.39;37004670.64;54299780.00;43000000.00;25346327.05;NULL
1288;2011-06-01;17;30;32;40;42;56;0;NULL;0.00;69;54770.01;7350;734.52;43966226.83;64550366.00;52000000.00;26340835.08;NULL
1289;2011-06-04;1;3;8;13;27;52;2;ATIBAIA/SP/BEBEDOURO/SP;26440275.46;436;11099.09;30724;225.00;0.00;82657220.00;23000000.00;27614309.97;NULL
1290;2011-06-08;2;3;14;23;34;50;0;NULL;0.00;93;24687.30;7535;435.28;24014974.07;39216014.00;30000000.00;28218499.29;NULL
1291;2011-06-11;18;40;47;54;57;58;0;NULL;0.00;49;57917.35;5416;748.56;29242776.55;48474300.00;35000000.00;28965328.24;NULL
1292;2011-06-15;9;11;23;30;31;54;0;NULL;0.00;128;22773.34;10397;400.52;34612488.92;49790146.00;40000000.00;29732430.01;NULL
1293;2011-06-18;1;13;24;40;44;50;0;NULL;0.00;163;20581.95;11182;428.60;40792489.49;57303466.00;50000000.00;30615287.25;NULL
1294;2011-06-22;4;6;29;48;50;51;0;NULL;0.00;148;25649.30;10401;521.39;65385078.43;64840156.00;72000000.00;31614260.00;NULL
1295;2011-06-25;2;5;15;20;43;57;1;SANTO ANDRÉ/SP;73451540.26;314;13945.66;20014;312.56;0.00;74795498.00;2500000.00;32766611.70;NULL
1296;2011-06-29;10;14;43;46;49;53;0;NULL;0.00;48;27308.81;3607;519.15;2414673.52;22389830.00;5000000.00;33111565.08;NULL
1297;2011-07-02;2;5;11;13;56;59;0;NULL;0.00;100;17409.61;9538;260.75;5621705.90;29736902.00;9000000.00;33569712.58;NULL
1298;2011-07-06;14;15;30;53;55;60;1;MANDAGUARI/PR;9047534.60;38;48940.41;4046;656.63;0.00;31765670.00;2000000.00;34059116.70;NULL
1299;2011-07-09;8;22;32;43;53;56;0;NULL;0.00;35;40850.42;3035;672.98;15046663.45;24421448.00;18000000.00;34435370.58;NULL
1300;2011-07-13;43;44;46;53;54;59;2;CODÓ/MA/DIVINÓPOLIS/MG;9484391.42;58;36709.50;3652;832.87;0.00;36367478.00;2500000.00;34995673.37;NULL
1301;2011-07-16;3;16;23;25;51;56;1;BLUMENAU/SC;2751015.40;74;20181.19;5155;413.85;0.00;25508528.00;2000000.00;35388675.59;NULL
1302;2011-07-20;2;10;15;44;56;57;0;NULL;0.00;63;20161.47;5084;356.91;2339791.97;21695498.00;5000000.00;35722931.60;NULL
1303;2011-07-23;8;19;46;51;52;54;0;NULL;0.00;40;40211.48;3573;643.10;5302743.11;27473682.00;9000000.00;36146210.35;NULL
1304;2011-07-27;7;14;15;20;23;35;0;NULL;0.00;79;21229.70;7568;316.58;17861876.13;28646906.00;21000000.00;36587564.60;NULL
1305;2011-07-30;3;5;11;36;44;46;0;NULL;0.00;136;16998.55;9982;330.85;22120460.55;39487318.00;27000000.00;37195933.81;NULL
1306;2011-08-03;6;19;22;34;43;45;0;NULL;0.00;167;14988.50;10694;334.37;26731395.64;42754456.00;32000000.00;37854638.84;NULL
1307;2011-08-06;7;10;32;43;47;54;1;GUANHÃES/MG;32075789.45;153;18962.37;11019;376.13;0.00;49555382.00;2000000.00;38618123.69;Informamos que o sorteio do concurso 1308 será realizado na terça-feira, dia 09/08/2011, às 20:00.
1308;2011-08-09;7;8;24;30;33;47;0;NULL;0.00;75;11487.79;4417;278.65;1587128.31;14716496.00;3800000.00;38844856.31;NULL
1309;2011-08-11;7;12;25;26;32;39;0;NULL;0.00;100;13438.49;6163;311.50;15550756.73;22953932.00;18000000.00;39198500.63;NULL
1310;2011-08-13;8;9;14;32;53;59;0;NULL;0.00;107;19392.08;7570;391.57;19373038.14;35441740.00;24000000.00;39744540.85;NULL
1311;2011-08-17;7;9;12;19;45;54;0;NULL;0.00;253;9118.47;13609;242.16;23622724.12;39404808.00;29000000.00;40351638.87;NULL
1312;2011-08-20;5;20;22;28;29;30;0;NULL;0.00;201;13386.76;10377;370.42;28579345.16;45959796.00;33000000.00;41059727.61;NULL
1313;2011-08-24;1;4;26;39;43;49;0;NULL;0.00;140;20309.34;9036;449.52;33817016.06;48565804.00;39000000.00;41807966.32;NULL
1314;2011-08-27;38;42;44;52;58;60;0;NULL;0.00;122;27514.75;7797;615.03;55369062.27;57336632.00;63000000.00;42691334.54;NULL
1315;2011-08-31;1;27;29;38;50;52;1;Aracaju/SE;63981675.84;108;43290.92;9003;741.88;0.00;79859638.00;2500000.00;43921707.92;NULL
1316;2011-09-03;8;13;25;34;42;48;1;VINHEDO/SP;2824002.29;241;6361.12;9757;224.45;0.00;26185292.00;2000000.00;44325136.83;NULL
1317;2011-09-08;6;13;29;30;35;37;0;NULL;0.00;67;17952.11;5004;343.38;2215668.61;20544576.00;4700000.00;44641660.93;NULL
1318;2011-09-10;11;14;16;28;34;46;0;NULL;0.00;140;10648.09;6962;305.89;4961754.76;25462822.00;8000000.00;45033958.97;NULL
1319;2011-09-14;4;5;16;18;27;51;0;NULL;0.00;103;17148.38;7798;323.57;20568151.64;30169434.00;25000000.00;45498770.35;NULL
1320;2011-09-17;17;24;25;38;41;55;0;NULL;0.00;128;20240.70;8496;435.63;25340695.29;44252956.00;31000000.00;46180562.32;NULL
1321;2011-09-21;10;47;51;53;59;60;1;PETRÓPOLIS/RJ;31071213.53;128;24303.54;11775;377.41;0.00;53135684.00;2000000.00;46999207.80;NULL
1322;2011-09-24;10;21;43;47;53;55;0;NULL;0.00;54;27567.36;3738;568.92;2742226.09;25427030.00;5700000.00;47390954.40;NULL
1323;2011-09-28;6;15;25;37;48;55;0;NULL;0.00;58;28697.23;5387;441.39;5808298.70;28429866.00;9000000.00;47828964.79;NULL
1324;2011-10-01;18;29;31;44;51;57;0;NULL;0.00;86;23149.62;5421;524.64;22033754.85;34005492.00;26000000.00;48352877.16;NULL
1325;2011-10-05;2;5;16;20;35;43;0;NULL;0.00;195;13111.44;14090;259.22;26743520.84;43670856.00;32000000.00;49025700.88;NULL
1326;2011-10-08;10;11;18;19;30;50;0;NULL;0.00;179;17249.11;13207;333.97;32431186.77;52738340.00;38000000.00;49838224.59;NULL
1327;2011-10-13;16;35;36;41;52;54;0;NULL;0.00;89;38492.13;7175;682.09;38741869.73;58515206.00;46000000.00;50739750.74;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1328;2011-10-15;10;23;27;43;53;59;1;Teresina/PI;45390782.32;213;16945.58;14179;363.65;0.00;61651408.00;2000000.00;51689595.42;NULL
1329;2011-10-19;7;8;11;39;43;50;0;NULL;0.00;66;22514.95;5244;404.81;19139519.77;25381758.00;23000000.00;52080644.52;NULL
1330;2011-10-22;8;18;21;30;48;49;0;NULL;0.00;76;34525.57;6768;553.85;23973099.60;44818908.00;30000000.00;52771155.94;NULL
1331;2011-10-26;9;24;26;39;46;57;1;PEDRO CANÁRIO/ES;29215205.37;157;18125.57;11461;354.70;0.00;48606926.00;2000000.00;53520028.21;NULL
1332;2011-10-29;3;5;13;24;35;59;1;BRASÍLIA/DF;2963357.08;150;10724.53;10790;212.98;0.00;27477446.00;2000000.00;53943364.94;NULL
1333;2011-11-03;25;26;28;33;42;51;0;NULL;0.00;54;25689.91;3893;509.06;2555470.44;23695356.00;5000000.00;54308432.16;NULL
1334;2011-11-05;1;6;8;10;25;27;0;NULL;0.00;392;4246.20;16794;141.59;17351264.84;28431066.00;21000000.00;54746461.03;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1335;2011-11-09;3;14;20;22;49;51;1;GOIÂNIA/GO;21885288.49;94;26184.33;7457;471.52;0.00;42041302.00;2500000.00;55394178.71;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1336;2011-11-12;1;32;38;47;51;54;1;BARBALHA/CE;3086420.09;38;44091.72;3539;676.33;0.00;28618536.00;2000000.00;55835095.87;NULL
1337;2011-11-16;2;20;35;38;45;51;0;NULL;0.00;30;39144.08;2680;625.97;2163225.69;20058304.00;5000000.00;56144128.12;NULL
1338;2011-11-19;1;18;19;33;43;60;1;SALVADOR/BA;5448452.03;102;17484.40;6329;402.54;0.00;30461948.00;2300000.00;56613446.19;NULL
1339;2011-11-23;7;10;14;16;54;59;0;NULL;0.00;58;23616.19;5087;384.66;12323951.62;23396164.00;16000000.00;56973903.84;NULL
1340;2011-11-26;13;21;30;36;59;60;0;NULL;0.00;71;29502.90;6148;486.73;16182620.14;35779136.00;20000000.00;57525142.22;NULL
1341;2011-11-30;1;11;20;37;40;52;0;NULL;0.00;90;26529.68;6566;519.48;20580961.40;40783200.00;25000000.00;58153476.70;NULL
1342;2011-12-03;5;7;42;46;50;60;0;NULL;0.00;102;27452.98;8092;494.35;25739230.68;47829560.00;31000000.00;58890372.31;NULL
1343;2011-12-07;19;20;31;42;51;56;0;NULL;0.00;58;50455.78;6113;683.89;31130032.72;49985698.00;37000000.00;59660486.92;NULL
1344;2011-12-10;8;19;21;36;42;59;3;ESTÂNCIA VELHA/RS/FLORIANÓPOLIS/SC/TAUBATÉ/SP;12497169.80;236;14632.94;13393;368.35;0.00;58986186.00;20000000.00;60569269.32;NULL
1345;2011-12-14;7;17;19;26;40;50;0;NULL;0.00;74;28067.82;6043;491.00;19645695.09;35477030.00;24000000.00;61115853.23;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1346;2011-12-17;12;32;40;47;48;59;1;CURITIBA/PR;24409476.19;57;45369.34;5205;709.77;0.00;44171706.00;2000000.00;61796393.40;NULL
1347;2011-12-20;9;19;45;46;54;56;0;NULL;0.00;38;24020.82;2940;443.53;1681457.45;15591154.00;4000000.00;62036601.62;NULL
1348;2011-12-22;7;12;38;39;45;56;0;NULL;0.00;89;15808.64;5009;401.26;4273242.73;24032082.00;7000000.00;62406856.67;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1349;2011-12-24;9;19;20;50;51;60;1;JUIZ DE FORA/MG;7099412.95;168;9132.18;7012;312.56;0.00;26205394.00;170000000.00;72672429.30;VALOR DO PRÊMIO PRINCIPAL PARA O CONCURSO 1350 - MEGA DA VIRADA: R$ 177.617.487,62.
1350;2011-12-31;3;4;29;36;45;55;5;RUSSAS/CE/BRASÍLIA/DF/CARMO DO CAJURU/MG/BELÉM/PA/MAUÁ/SP;35523497.52;954;33711.30;85582;536.83;0.00;549326718.00;2500000.00;0.00;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1351;2012-01-04;13;33;36;41;50;56;0;NULL;0.00;34;35012.63;3264;521.02;2192896.53;20333424.00;4700000.00;313270.94;NULL
1352;2012-01-07;9;18;24;35;36;59;0;NULL;0.00;75;21559.89;6632;348.30;5171565.92;27619428.00;8000000.00;738795.15;NULL
1353;2012-01-11;3;11;13;27;32;47;1;SÃO LEOPOLDO/RS;8311160.99;161;10586.03;10308;236.20;0.00;29111596.00;2000000.00;1187308.75;NULL
1354;2012-01-14;2;8;38;42;48;49;1;INDAIAL/SC;2815977.40;71;21530.61;4842;451.01;0.00;26110882.00;9500000.00;1589591.26;NULL
1355;2012-01-18;11;17;24;39;46;49;0;NULL;0.00;133;12427.32;6490;363.81;10038894.30;28231626.00;13500000.00;2024547.42;NULL
1356;2012-01-21;6;13;21;22;31;46;0;NULL;0.00;90;22697.17;7070;412.75;13801846.13;34891612.00;18000000.00;2562111.99;NULL
1357;2012-01-25;1;19;24;26;52;55;0;NULL;0.00;116;17572.17;6940;419.59;17556742.21;34816916.00;21500000.00;3098525.73;NULL
1358;2012-01-28;3;15;16;35;37;47;0;NULL;0.00;145;16856.70;10440;334.45;22059253.65;41749108.00;27000000.00;3741741.67;NULL
1359;2012-02-01;6;10;12;17;28;53;0;NULL;0.00;254;10009.69;13663;265.83;39156095.15;43427112.00;45000000.00;4410810.11;NULL
1360;2012-02-04;2;16;17;25;50;54;2;ARAPIRACA/AL/ITAÚNA/MG;22673254.06;112;30004.55;9880;485.90;0.00;57400014.00;2500000.00;5295154.83;NULL
1361;2012-02-08;23;27;30;37;38;44;0;NULL;0.00;38;36490.98;3381;585.90;2554368.24;23685136.00;5000000.00;5660064.59;NULL
1362;2012-02-11;2;12;19;22;36;58;3;VITÓRIA/ES/AMERICANA/SP/SÃO PAULO/SP;1924196.22;129;13542.90;8825;282.80;0.00;29840642.00;2000000.00;6119810.37;NULL
1363;2012-02-15;25;35;42;45;52;57;0;NULL;0.00;36;36166.13;2744;677.83;2398385.40;22238800.00;5000000.00;6462436.87;NULL
1364;2012-02-18;10;13;20;40;44;53;0;NULL;0.00;60;26450.47;4436;511.08;16186627.78;27107626.00;19000000.00;6880075.89;NULL
1365;2012-02-22;2;24;26;32;35;50;0;NULL;0.00;52;23397.34;3368;516.05;18427847.04;20781492.00;22000000.00;7200250.08;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1366;2012-02-25;12;27;37;44;54;59;1;CUIABÁ/MT;22902720.55;124;19590.46;7974;435.20;0.00;41492838.00;2000000.00;7839517.74;NULL
1367;2012-03-01;2;7;13;29;38;43;0;NULL;0.00;111;9193.08;6443;226.25;1879743.88;17429746.00;3800000.00;8108052.58;NULL
1368;2012-03-03;10;21;26;29;32;38;1;MORRETES/PR;4873830.43;34;47804.75;4447;522.13;0.00;27762382.00;2000000.00;8535779.24;NULL
1369;2012-03-07;5;16;24;32;38;46;0;NULL;0.00;195;6509.72;7636;237.48;11093283.98;21682238.00;14500000.00;8869830.97;NULL
1370;2012-03-10;2;4;5;27;49;59;2;SALVADOR/BA;7499281.75;115;18434.86;9979;303.49;0.00;36211332.00;2000000.00;9427728.06;NULL
1371;2012-03-14;3;4;8;11;47;49;0;NULL;0.00;101;12265.25;7421;238.47;2281981.94;21159460.00;5000000.00;9753725.50;NULL
1372;2012-03-17;3;36;40;46;58;60;0;NULL;0.00;48;34817.31;4069;586.74;5360565.43;28545872.00;9000000.00;10193523.16;NULL
1373;2012-03-21;7;27;39;52;55;57;1;IPATINGA/MG;8520148.41;73;23495.92;6082;402.87;0.00;29296932.00;2000000.00;10644892.18;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1374;2012-03-24;6;21;28;31;33;43;0;NULL;0.00;32;44298.35;3575;566.45;12062910.42;24212762.00;15000000.00;11017930.91;NULL
1375;2012-03-28;14;25;28;45;53;58;2;FOZ DO IGUAÇU/PR/SÃO PAULO/SP;7822077.02;121;16066.97;7136;389.19;0.00;33206740.00;2000000.00;11529537.16;NULL
1376;2012-03-31;9;11;21;49;53;54;0;NULL;0.00;57;25317.58;4091;503.92;2658346.01;24649260.00;5500000.00;11909300.90;NULL
1377;2012-04-04;2;5;12;13;25;35;1;RIO DE JANEIRO/RJ;5600981.17;175;9128.17;12352;184.75;0.00;27285304.00;2000000.00;12329677.36;NULL
1378;2012-04-07;2;5;17;18;54;59;0;NULL;0.00;74;15789.08;5614;297.31;2152301.02;19957006.00;5000000.00;12637148.96;NULL
1379;2012-04-11;5;12;36;45;50;58;0;NULL;0.00;61;24980.79;5455;399.06;13848344.05;26028118.00;17000000.00;13038156.32;NULL
1380;2012-04-14;3;14;52;55;57;60;0;NULL;0.00;100;23424.79;6994;478.46;18163437.01;40011288.00;23000000.00;13654598.19;NULL
1381;2012-04-18;11;27;30;40;44;57;1;SÃO PAULO/SP;22817234.34;109;23177.49;7087;509.25;0.00;43151892.00;2000000.00;14319426.39;NULL
1382;2012-04-20;5;13;16;17;27;55;0;NULL;0.00;70;14068.17;6131;229.45;1814053.48;16820638.00;4500000.00;14578576.91;NULL
1383;2012-04-25;7;9;23;44;46;55;0;NULL;0.00;106;14064.76;6224;342.19;4560383.15;25465080.00;7500000.00;14970909.73;NULL
1384;2012-04-28;2;18;30;31;45;56;2;LONDRINA/PR/SÃO CAETANO DO SUL/SP;4030007.03;56;33924.99;5010;541.71;0.00;32449994.00;14000000.00;15470857.02;NULL
1385;2012-05-02;27;35;36;37;42;59;1;ITATIBA/SP;13402970.05;52;28177.29;4170;501.95;0.00;25027030.00;2000000.00;15856440.95;NULL
1386;2012-05-05;12;28;38;39;51;56;0;NULL;0.00;27;54363.88;3462;605.68;2703887.60;25071540.00;6000000.00;16242710.61;NULL
1387;2012-05-09;18;27;32;43;50;52;0;NULL;0.00;47;34677.09;3492;666.75;5706194.01;27838600.00;9000000.00;16671611.54;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1388;2012-05-12;22;29;31;43;50;54;0;NULL;0.00;48;42785.64;4047;724.95;9489345.77;35078914.00;14000000.00;17212061.81;NULL
1389;2012-05-16;1;16;28;39;44;57;1;CORRENTE/PI;13488668.85;146;14870.28;7397;419.29;0.00;37083342.00;13000000.00;17783393.69;NULL
1390;2012-05-19;4;19;27;28;29;31;2;FORTALEZA/CE/CORUMBÁ/MS;6920519.93;149;13356.03;7924;358.77;0.00;33991512.00;2000000.00;18307090.69;NULL
1391;2012-05-23;7;12;19;34;40;53;0;NULL;0.00;74;17006.16;5293;339.65;2318207.92;21495362.00;5000000.00;18638263.26;NULL
1392;2012-05-26;2;8;12;28;33;43;0;NULL;0.00;116;14023.20;8651;268.62;5314742.80;27785084.00;10000000.00;19066339.69;NULL
1393;2012-05-30;4;18;24;28;39;44;1;GOVERNADOR VALADARES/MG;8139697.37;86;17831.94;5717;383.20;0.00;26194122.00;2000000.00;19469904.65;NULL
1394;2012-06-02;11;16;24;35;46;50;0;NULL;0.00;32;45243.54;4092;505.44;11764027.65;24729388.00;15000000.00;19850902.89;NULL
1395;2012-06-06;5;11;17;19;44;48;0;NULL;0.00;245;8770.07;13657;224.75;15722099.73;36700846.00;20000000.00;20416341.78;NULL
1396;2012-06-09;29;48;52;54;55;58;0;NULL;0.00;44;51823.24;4577;711.70;19922509.60;38947900.00;25000000.00;21016400.35;NULL
1397;2012-06-13;3;4;7;15;27;56;0;NULL;0.00;249;11336.06;18115;222.59;25122180.21;48213450.00;31000000.00;21759210.45;NULL
1398;2012-06-16;14;32;33;40;42;51;0;NULL;0.00;75;43777.11;7149;656.09;31170332.79;56080918.00;37000000.00;22623232.27;NULL
1399;2012-06-20;34;39;43;56;57;60;2;JARAGUÁ/GO/CURITIBA/PR;19136470.53;648;5950.16;9834;560.11;0.00;65858258.00;20000000.00;23637890.60;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1400;2012-06-23;9;26;34;43;53;54;0;NULL;0.00;72;30435.06;6208;504.26;20699395.11;37429448.00;25000000.00;24214554.83;NULL
1401;2012-06-27;11;12;25;33;48;54;1;NAVIRAÍ/MS;25157779.26;233;10387.41;11965;288.96;0.00;41339942.00;2000000.00;24851466.86;NULL
1402;2012-06-30;2;9;10;21;27;38;0;NULL;0.00;101;15262.45;7929;277.73;2839619.38;26330100.00;6000000.00;25257126.79;NULL
1403;2012-07-04;13;16;20;26;39;42;0;NULL;0.00;95;19010.85;6176;417.75;6166518.19;30848352.00;10000000.00;25732398.05;NULL
1404;2012-07-07;7;8;27;31;32;51;0;NULL;0.00;88;25404.89;7470;427.54;22089242.39;38186236.00;27000000.00;26320721.89;NULL
1405;2012-07-11;3;14;17;32;37;39;1;CURITIBA/PR;27622910.73;315;9536.48;15516;276.58;0.00;51310412.00;2500000.00;27111245.95;NULL
1406;2012-07-14;7;10;17;24;38;57;0;NULL;0.00;134;12809.17;9133;268.48;3161842.16;29317880.00;6000000.00;27562937.71;NULL
1407;2012-07-18;18;29;31;42;43;53;0;NULL;0.00;53;34598.18;3583;731.11;6539717.17;31321024.00;11000000.00;28045491.30;NULL
1408;2012-07-21;4;19;20;24;39;43;0;NULL;0.00;118;19353.93;8075;404.02;10746651.56;39008398.00;16000000.00;28646481.94;NULL
1409;2012-07-25;6;19;26;47;50;58;0;NULL;0.00;96;25376.40;6846;508.35;28288400.52;41611002.00;33000000.00;29287570.12;NULL
1410;2012-07-28;18;29;40;42;50;54;0;NULL;0.00;70;48372.46;6917;699.32;34525901.60;57836634.00;42000000.00;30178641.72;NULL
